//:csv
//:header
bomblock,6,14=315
bomblock,8,14=316
bomblock,10,14=317
bomblock,12,14=318
bomblock,14,14=319
bomblock,16,14=320
switchblock/pink_off,18,14=321
switchblock/pink,38,14=322
switchblock/pink,40,14=323
switchblock/pink,42,14=324
w1/say,44,14=325
*custom,sayblock,325,ピンクのは、スイッチで、ピンクのブロックのオンオフを切り替えます。
bomblock,52,14=326
bomblock,54,14=327
w1/block2,126,14=328
w1/block2,0,12=329
switchblock/pink_off,6,12=330
switchblock/pink_off,8,12=331
switchblock/pink_off,10,12=332
switchblock/pink_off,12,12=333
switchblock/pink_off,14,12=334
switchblock/pink_off,16,12=335
w1/block2,44,12=336
switchblock/pink_sw,46,12=337
supergrape,48,12=338
*custom,supergrape,338,2
bomblock,52,12=339
switchblock/pink_off,90,12=340
w1/block2,126,12=341
w1/block2,128,12=342
w1/block2,130,12=343
w1/say,144,12=344
*custom,sayblock,344,赤いところの重力は逆
w1/block2,0,10=345
w1/block2,44,10=346
bomblock,52,10=347
bomblock,62,10=348
w1/block2,0,8=349
w1/block2,38,8=350
bomblock,40,8=351
bomblock,42,8=352
w1/block2,44,8=353
bomblock,52,8=354
switchblock/pink_off,94,8=355
w1/block2,0,6=356
w1/block2,38,6=357
w1/block2,44,6=358
bomblock,46,6=359
bomblock,48,6=360
bomblock,50,6=361
bomblock,52,6=362
bomblock,54,6=363
w1/block2,0,4=364
w1/block2,4,4=365
w1/block2,6,4=366
w1/block2,8,4=367
w1/block2,10,4=368
w1/block2,12,4=369
w1/block2,14,4=370
w1/block2,16,4=371
w1/block2,18,4=372
w1/block2,20,4=373
w1/block2,22,4=374
w1/block2,24,4=375
w1/block2,26,4=376
w1/block2,28,4=377
w1/block2,30,4=378
w1/block2,32,4=379
w1/block2,34,4=380
w1/block2,36,4=381
w1/block2,38,4=382
w1/block2,44,4=383
switchblock/pink_off,98,4=384
w1/block2,0,2=385
w1/block2,4,2=386
toge,6,2=387
toge,8,2=388
toge,10,2=389
toge,12,2=390
toge,14,2=391
toge,16,2=392
toge,18,2=393
toge,20,2=394
toge,22,2=395
toge,24,2=396
toge,26,2=397
toge,28,2=398
toge,30,2=399
toge,32,2=400
toge,34,2=401
toge,36,2=402
w1/block2,38,2=403
w1/block2,44,2=404
w1/block2,46,2=405
bomblock,48,2=406
w1/block2,0,0=407
w1/block2,2,0=408
w1/block2,4,0=409
bomblock,6,0=410
bomblock,8,0=411
bomblock,10,0=412
bomblock,12,0=413
bomblock,14,0=414
bomblock,16,0=415
bomblock,18,0=416
bomblock,20,0=417
bomblock,22,0=418
bomblock,38,0=419
bomblock,44,0=420
w1/block2,46,0=421
switchblock/pink_off,102,0=422
w1/block2,146,0=423
w1/block2,148,0=424
w1/block2,150,0=425
w1/block2,152,0=426
bomblock,24,-2=427
bomblock,38,-2=428
bomblock,44,-2=429
w1/block2,46,-2=430
bomblock,52,-2=431
w1/block2,58,-2=432
w1/block2,60,-2=433
w1/block2,62,-2=434
w1/block2,64,-2=435
w1/block2,66,-2=436
w1/block2,68,-2=437
w1/block2,82,-2=438
w1/block2,84,-2=439
w1/block2,86,-2=440
w1/block2,88,-2=441
w1/block2,90,-2=442
w1/block2,92,-2=443
w1/block2,94,-2=444
w1/block2,96,-2=445
switchblock/pink,98,-2=446
switchblock/pink,100,-2=447
switchblock/pink,102,-2=448
bomblock,26,-4=449
bomblock,38,-4=450
bomblock,44,-4=451
w1/block2,46,-4=452
bomblock,56,-4=453
bomblock,58,-4=454
switchblock/pink,102,-4=455
w1/say,4,-6=456
*custom,sayblock,456,このステージでは、W1クリア時に覚えておきたい仕掛けがたくさんです。:br:まず、消えるブロックです。左のブロックは、触れると3カウント後に消滅します
bomblock,28,-6=457
bomblock,30,-6=458
bomblock,32,-6=459
bomblock,34,-6=460
bomblock,36,-6=461
bomblock,38,-6=462
bomblock,44,-6=463
w1/block2,46,-6=464
bomblock,54,-6=465
bomblock,56,-6=466
bomblock,58,-6=467
switchblock/pink,102,-6=468
w1/block2,104,-6=469
w1/block2,106,-6=470
w1/block2,108,-6=471
w1/block2,110,-6=472
w1/block2,112,-6=473
w1/block2,114,-6=474
w1/block2,116,-6=475
w1/block2,118,-6=476
w1/block2,120,-6=477
w1/block2,122,-6=478
w1/block2,124,-6=479
w1/block2,126,-6=480
w1/block2,128,-6=481
w1/block2,130,-6=482
bomblock,44,-8=483
w1/block2,46,-8=484
bomblock,58,-8=485
w1/block2,130,-8=486
bomblock,44,-10=487
w1/block2,46,-10=488
bomblock,58,-10=489
w1/say,62,-10=490
*custom,sayblock,490,赤いところの重力は逆
w1/block2,130,-10=491
w1/block2,132,-10=492
w1/block2,134,-10=493
w1/block2,136,-10=494
bomblock,44,-12=495
w1/block2,46,-12=496
bomblock,50,-12=497
bomblock,52,-12=498
bomblock,54,-12=499
bomblock,56,-12=500
bomblock,58,-12=501
w1/block2,62,-12=502
w1/block2,64,-12=503
w1/block2,66,-12=504
w1/block2,68,-12=505
w1/block2,70,-12=506
w1/block2,72,-12=507
w1/block2,74,-12=508
w1/block2,76,-12=509
w1/block2,78,-12=510
w1/block2,80,-12=511
w1/block2,82,-12=512
w1/block2,84,-12=513
w1/block2,86,-12=514
w1/block2,88,-12=515
w1/block2,90,-12=516
w1/block2,92,-12=517
w1/say,126,-12=518
*custom,sayblock,518,ウィンドゾーンは、少しだけ矢印の方向に動かします。
bomblock,34,-14=519
bomblock,36,-14=520
bomblock,38,-14=521
bomblock,40,-14=522
bomblock,42,-14=523
bomblock,44,-14=524
w1/block2,46,-14=525
bomblock,50,-14=526
bomblock,52,-14=527
bomblock,54,-14=528
bomblock,56,-14=529
bomblock,58,-14=530
w1/block2,92,-14=531
w1/block2,0,-16=532
w1/block2,2,-16=533
w1/block2,4,-16=534
w1/block2,6,-16=535
w1/block2,8,-16=536
w1/block2,10,-16=537
w1/block2,12,-16=538
w1/block2,14,-16=539
w1/block2,16,-16=540
w1/block2,18,-16=541
w1/block2,20,-16=542
w1/block2,22,-16=543
w1/block2,24,-16=544
w1/block2,26,-16=545
w1/block2,28,-16=546
w1/block2,30,-16=547
w1/block2,32,-16=548
w1/block2,34,-16=549
w1/block2,36,-16=550
w1/block2,38,-16=551
w1/block2,40,-16=552
w1/block2,42,-16=553
w1/block2,44,-16=554
w1/block2,46,-16=555
w1/block2,92,-16=556
w1/block2,94,-16=557
w1/block2,96,-16=558
w1/block2,98,-16=559
w1/block2,100,-16=560
w1/block2,102,-16=561
w1/block2,104,-16=562
w1/block2,106,-16=563
w1/block2,108,-16=564
w1/block2,110,-16=565
w1/block2,112,-16=566
w1/block2,114,-16=567
w1/block2,116,-16=568
w1/block2,118,-16=569
w1/block2,120,-16=570
w1/block2,122,-16=571
w1/block2,124,-16=572
w1/block2,126,-16=573
w1/block2,128,-16=574
w1/block2,130,-16=575
w1/block2,132,-16=576
w1/block2,134,-16=577
w1/block2,136,-16=578
w1/block2,138,-16=579
w1/block2,140,-16=580
w1/block2,142,-16=581
w1/block2,144,-16=582
@halstar,0,-6=583
@goalobj,92,-7=584
woodblock,-1,58=585
gravityup,67,-5=586
gravityup,67,-9=587
gravityup,75,-9=588
gravityup,83,-9=589
gravityup,149,15=590
gravityup,149,11=591
gravityup,149,7=592
gravityup,149,3=593
gravityup,141,3=594
gravityup,141,-1=595
gravityup,141,-5=596
gravityup,141,-9=597
gravityup,141,-13=598
conveyers/windzonel,123,-11=599
conveyers/windzonel,115,-11=600
conveyers/windzoner,107,-11=601
tyuukan,2,45=602
