//:csv
//:header
coin/coin1,54,8=178
wb/block1,62,8=179
wb/block1,70,8=180
hashigo,98,8=181
wb/block1,102,8=182
coin/coin1,110,8=183
wb/block1,112,8=184
wb/block1,114,8=185
wb/block1,116,8=186
wb/block1,118,8=187
wb/block1,120,8=188
wb/block1,156,8=189
wb/block1,0,6=190
hashigo,4,6=191
wb/block1,6,6=192
wb/block1,16,6=193
coin/coin1,18,6=194
wb/block1,24,6=195
wb/block1,50,6=196
wb/block1,62,6=197
wb/block1,70,6=198
sunsun,96,6=199
hashigo,98,6=200
coin/coin1,100,6=201
wb/block1,102,6=202
wb/block1,120,6=203
wb/block1,156,6=204
wb/block1,0,4=205
hashigo,4,4=206
wb/block1,6,4=207
bridge1,8,4=208
wb/block1,10,4=209
wb/block1,12,4=210
wb/block1,14,4=211
wb/block1,16,4=212
wb/block1,18,4=213
wb/block1,20,4=214
wb/block1,24,4=215
wb/block1,50,4=216
bridge1,52,4=217
wb/block1,54,4=218
wb/block1,56,4=219
wb/block1,58,4=220
wb/block1,60,4=221
wb/block1,62,4=222
wb/block1,64,4=223
sunsun_anim,66,4=224
wb/block1,70,4=225
hashigo,98,4=226
wb/block1,102,4=227
wb/block1,120,4=228
wb/block1,156,4=229
wb/block1,0,2=230
hashigo,4,2=231
wb/block1,6,2=232
coin/coin1,14,2=233
coin/coin1,16,2=234
wb/block1,18,2=235
wb/block1,24,2=236
wb/block1,50,2=237
coin/coin1,60,2=238
coin/coin1,62,2=239
wb/block1,64,2=240
wb/block1,70,2=241
coin/coin1,96,2=242
hashigo,98,2=243
sunsun,100,2=244
wb/block1,102,2=245
wb/block1,104,2=246
wb/block1,106,2=247
wb/block1,108,2=248
wb/block1,110,2=249
wb/block1,112,2=250
wb/block1,114,2=251
wb/block1,118,2=252
wb/block1,120,2=253
wb/block1,156,2=254
wb/block1,0,0=255
hashigo,4,0=256
wb/block1,6,0=257
wb/block1,18,0=258
wb/block1,24,0=259
wb/block1,50,0=260
wb/block1,64,0=261
wb/block1,70,0=262
hashigo,98,0=263
wb/block1,102,0=264
sunsun,104,0=265
coin/coin1,112,0=266
coin/coin1,114,0=267
wb/block1,120,0=268
wb/block1,156,0=269
wb/block1,0,-2=270
hashigo,4,-2=271
wb/block1,6,-2=272
wb/block1,8,-2=273
wb/block1,10,-2=274
wb/block1,12,-2=275
wb/block1,14,-2=276
bridge1,16,-2=277
wb/block1,18,-2=278
wb/block1,24,-2=279
wb/block1,26,-2=280
wb/block1,28,-2=281
wb/block1,30,-2=282
wb/block1,32,-2=283
wb/block1,34,-2=284
wb/block1,36,-2=285
wb/block1,38,-2=286
wb/block1,40,-2=287
wb/block1,42,-2=288
wb/block1,44,-2=289
wb/block1,46,-2=290
wb/block1,48,-2=291
wb/block1,50,-2=292
wb/block1,52,-2=293
wb/block1,54,-2=294
wb/block1,56,-2=295
wb/block1,58,-2=296
wb/block1,60,-2=297
bridge1,62,-2=298
wb/block1,64,-2=299
wb/block1,70,-2=300
sunsun,96,-2=301
hashigo,98,-2=302
coin/coin1,100,-2=303
wb/block1,102,-2=304
wb/block1,120,-2=305
wb/block1,156,-2=306
wb/block1,0,-4=307
hashigo,4,-4=308
wb/block1,6,-4=309
coin/coin1,8,-4=310
coin/coin1,10,-4=311
wb/block1,18,-4=312
coin/coin1,26,-4=313
wb/block1,28,-4=314
dende,48,-4=315
wb/block1,64,-4=316
coin/coin1,68,-4=317
wb/block1,70,-4=318
hashigo,98,-4=319
wb/block1,102,-4=320
wb/block1,108,-4=321
wb/block1,110,-4=322
wb/block1,112,-4=323
wb/block1,114,-4=324
wb/block1,116,-4=325
wb/block1,118,-4=326
wb/block1,120,-4=327
wb/block1,122,-4=328
wb/block1,124,-4=329
wb/block1,126,-4=330
wb/block1,156,-4=331
wb/block1,0,-6=332
wb/block1,2,-6=333
hashigo,4,-6=334
wb/block1,6,-6=335
wb/block1,18,-6=336
wb/block1,28,-6=337
wb/block1,64,-6=338
coin/coin1,68,-6=339
wb/block1,70,-6=340
coin/coin1,96,-6=341
hashigo,98,-6=342
sunsun,100,-6=343
wb/block1,102,-6=344
coin/coin1,108,-6=345
coin/coin1,110,-6=346
sunsun_anim,124,-6=347
wb/block1,126,-6=348
wb/block1,156,-6=349
wb/block1,0,-8=350
hashigo,4,-8=351
wb/block1,6,-8=352
bridge1,8,-8=353
wb/block1,10,-8=354
wb/block1,12,-8=355
wb/block1,14,-8=356
wb/block1,16,-8=357
wb/block1,18,-8=358
wb/block1,20,-8=359
wb/block1,22,-8=360
wb/block1,28,-8=361
bridge1,30,-8=362
wb/block1,56,-8=363
wb/block1,58,-8=364
wb/block1,60,-8=365
wb/block1,62,-8=366
wb/block1,64,-8=367
coin/coin1,68,-8=368
wb/block1,70,-8=369
hashigo,98,-8=370
wb/block1,102,-8=371
wb/block1,126,-8=372
wb/block1,156,-8=373
wb/block1,0,-10=374
hashigo,4,-10=375
wb/block1,6,-10=376
coin/coin1,14,-10=377
coin/coin1,18,-10=378
coin/coin1,22,-10=379
wb/block1,28,-10=380
wb/block1,34,-10=381
wb/block1,36,-10=382
wb/block1,38,-10=383
wb/block1,40,-10=384
wb/block1,42,-10=385
wb/block1,44,-10=386
wb/block1,46,-10=387
wb/block1,48,-10=388
wb/block1,50,-10=389
wb/block1,52,-10=390
wb/block1,54,-10=391
wb/block1,56,-10=392
sunsun_anim,62,-10=393
wb/block1,70,-10=394
sunsun,96,-10=395
hashigo,98,-10=396
coin/coin1,100,-10=397
wb/block1,102,-10=398
wb/block1,104,-10=399
wb/block1,106,-10=400
wb/block1,108,-10=401
wb/block1,110,-10=402
wb/block1,112,-10=403
wb/block1,114,-10=404
wb/block1,116,-10=405
wb/block1,118,-10=406
wb/block1,120,-10=407
wb/block1,126,-10=408
wb/block1,132,-10=409
wb/block1,134,-10=410
wb/block1,136,-10=411
wb/block1,138,-10=412
wb/block1,140,-10=413
wb/block1,142,-10=414
wb/block1,146,-10=415
wb/block1,148,-10=416
wb/block1,150,-10=417
wb/block1,156,-10=418
wb/block1,0,-12=419
wb/block1,6,-12=420
wb/block1,28,-12=421
coin/coin1,40,-12=422
coin/coin1,44,-12=423
coin/coin1,48,-12=424
wb/block1,70,-12=425
coin/coin1,96,-12=426
hashigo,98,-12=427
sunsun,100,-12=428
sunsun,102,-12=429
coin/coin1,108,-12=430
dende_dancer,112,-12=431
wb/block1,126,-12=432
coin/coin1,148,-12=433
wb/block1,156,-12=434
wb/block1,0,-14=435
wb/block1,2,-14=436
wb/block1,4,-14=437
wb/block1,6,-14=438
wb/block1,8,-14=439
wb/block1,10,-14=440
wb/block1,12,-14=441
wb/block1,14,-14=442
wb/block1,16,-14=443
wb/block1,18,-14=444
wb/block1,20,-14=445
wb/block1,22,-14=446
wb/block1,24,-14=447
wb/block1,26,-14=448
wb/block1,28,-14=449
coin/coin1,42,-14=450
coin/coin1,46,-14=451
wb/block1,70,-14=452
hashigo,98,-14=453
wb/block1,126,-14=454
items/heartball,136,-14=455
supergrape,138,-14=456
*custom,supergrape,456,3
items/heartball,140,-14=457
coin/coin1,148,-14=458
wb/block1,156,-14=459
wb/block1,36,-16=460
wb/block1,38,-16=461
wb/block1,40,-16=462
wb/block1,42,-16=463
wb/block1,44,-16=464
wb/block1,46,-16=465
wb/block1,48,-16=466
wb/block1,50,-16=467
wb/block1,52,-16=468
wb/block1,54,-16=469
wb/block1,56,-16=470
wb/block1,70,-16=471
hashigo,98,-16=472
coin/coin1,148,-16=473
wb/block1,156,-16=474
supergrape,10,-18=475
*custom,supergrape,475,2
wb/block1,70,-18=476
wb/block1,146,-18=477
wb/block1,148,-18=478
wb/block1,150,-18=479
wb/block1,152,-18=480
wb/block1,154,-18=481
wb/block1,156,-18=482
@halstar,2,-9=483
@outofarea,21,20=484
tyuukan,24,13=485
//:footer
dokan,152,-15=dokan1
*custom,dokan,dokan1,2
//:/footer
